Timestamp, Current1, Current2, Current3, Current4
2723789993,-0001,00000,-0001,-0004
2723793917,-0001,-0001,-0001,-0004
2723796976,-0001,00000,-0001,-0003
2723800363,-0001,-0001,-0001,-0003
2723803344,-0001,00000,-0001,-0003
2723806316,-0001,00000,-0001,-0003
2723809149,-0001,-0001,-0001,-0003
2723811813,-0001,-0001,-0001,-0002
2723814791,-0001,00000,-0001,-0003
2723818223,-0001,00000,-0001,-0002
2723821203,-0001,00000,-0001,-0002
2723824169,-0001,00000,-0001,-0002
2723828238,-0001,-0002,-0001,-0003
2723831221,-0001,00000,-0001,-0003
2723834135,-0001,00000,-0001,-0003
2723837068,-0001,-0002,-0001,-0003
2723840143,-0001,00000,-0001,-0001
2723843020,-0001,-0001,-0001,-0003
2723846011,-0001,-0001,-0001,-0002
2723849469,-0001,00000,-0001,-0003
2723851988,-0001,00000,-0001,-0003
2723854919,-0001,-0001,-0001,-0003
2723859207,-0001,-0001,-0001,-0003
2723862364,-0001,00000,-0001,-0002
2723865342,-0001,00000,-0001,-0003
2723867817,-0001,00000,-0001,-0003
2723870792,-0001,-0001,-0001,-0002
2723873769,-0001,00000,-0001,00000
2723877244,-0001,00000,-0001,-0003
2723880447,-0001,00000,-0001,00000
2723884186,-0001,00000,-0001,-0002
2723887178,-0001,00000,-0001,-0003
2723890236,-0001,00000,-0001,-0003
2723893222,-0001,-0001,-0001,-0003
2723896267,-0001,00000,-0001,-0003
2723899077,-0001,00000,-0001,-0003
2723902038,-0001,00000,-0001,-0003
2723905014,-0001,00000,-0001,-0002
2723908497,-0001,00000,-0001,-0003
2723912951,-0001,00000,-0001,-0003
2723916921,-0001,00000,-0001,-0001
2723919902,-0001,-0001,-0001,-0001
2723923376,-0001,-0001,-0001,-0002
2723926924,-0001,00000,-0001,-0001
2723930155,-0001,00000,-0001,-0003
2723932838,-0001,00000,-0001,-0002
2723936266,-0001,00000,-0001,-0003
2723939258,-0001,00000,-0001,-0002
2723942232,-0001,00000,-0001,-0003
2723945192,-0001,00000,-0001,-0003
2723948227,-0001,-0002,-0001,-0003
2723951273,-0001,-0001,-0001,-0003
2723954227,-0001,00000,-0001,-0003
2723957145,-0001,00000,-0001,-0003
2723960074,-0001,00000,-0001,-0002
2723963047,-0001,00000,-0001,-0002
2723966022,-0001,-0002,-0001,00000
2723968999,-0001,00000,-0001,-0002
2723972478,-0001,-0002,-0001,-0003
2723975001,-0001,00000,-0001,-0003
2723978104,-0001,00000,-0001,-0001
2723981409,-0001,-0002,-0001,-0003
2723984382,-0001,-0002,-0001,-0001
2723987062,-0001,-0001,-0001,-0002
2723990435,-0001,00000,-0001,-0003
2723993848,-0001,00000,-0001,-0001
2723996820,-0001,-0001,-0001,-0003
2724000256,-0001,00000,-0001,-0002
2724003234,-0001,-0001,-0001,-0002
2724006202,-0001,-0002,-0001,-0003
2724009175,-0001,00000,-0001,-0003
2724012156,-0001,00000,-0001,-0002
2724015129,-0001,00000,-0001,-0003
2724018102,-0001,00000,-0001,-0002
2724021078,-0001,00000,-0001,-0003
2724024061,-0001,-0001,-0001,-0001
2724027030,-0001,-0001,-0001,-0002
2724030011,-0001,00000,-0001,-0003
2724033034,-0001,00000,-0001,00000
2724036007,-0001,00000,-0001,-0002
2724038934,-0001,00000,-0001,-0001
2724041915,-0001,-0001,-0001,-0003
2724044971,-0001,00000,-0001,-0003
2724048209,-0001,00000,-0001,00000
2724051341,-0001,-0001,-0001,-0003
2724054811,-0001,00000,-0001,-0002
2724057785,-0001,00000,-0001,-0001
2724061263,-0001,00000,-0001,00000
2724064240,-0001,00000,-0001,-0002
2724067370,-0001,-0001,-0001,-0003
2724070185,-0001,00000,-0001,-0002
2724073168,-0001,-0001,-0001,-0003
2724076159,-0001,00000,-0001,-0003
2724079248,-0001,-0001,-0001,-0001
2724082805,-0001,00000,-0001,-0003
2724086060,-0001,00000,-0001,-0002
2724089140,-0001,00000,-0001,-0002
2724092011,-0001,-0001,-0001,-0003
2724095487,-0001,00000,-0001,-0003
2724098964,-0001,00000,-0001,-0003
2724102428,-0001,00000,-0001,-0001
2724106403,-0001,-0001,-0001,-0003
2724108909,-0001,-0001,-0001,-0003
2724112352,-0001,-0001,-0001,-0003
2724115863,-0001,00000,-0001,-0001
2724118838,-0001,00000,-0001,-0003
2724122272,-0001,00000,-0001,-0003
2724125244,-0001,00000,-0001,-0001
2724128341,-0001,00000,-0001,-0003
2724131196,-0001,00000,-0001,-0002
2724136179,-0001,00000,-0001,-0002
2724139135,-0001,00000,-0001,-0003
2724142129,-0001,00000,-0001,-0003
2724145082,-0001,00000,-0001,-0003
2724148055,-0001,00000,-0001,-0001
2724151238,-0001,00000,-0001,-0003
2724155504,-0001,00000,-0001,-0001
2724159048,-0001,00000,-0001,-0003
2724161948,-0001,00000,-0001,-0003
2724165166,-0001,00000,-0001,-0002
2724168397,-0001,-0001,-0001,-0001
2724170932,-0001,00000,-0001,-0002
2724174350,-0001,00000,-0001,-0003
2724178117,-0001,00000,-0001,-0003
2724180790,-0001,-0001,-0001,-0003
2724184269,-0001,00000,-0001,-0002
2724187239,-0001,00000,-0001,-0001
2724190220,-0001,-0001,-0001,-0003
2724193192,-0001,00000,-0001,00000
2724198316,-0001,00000,-0001,-0003
2724202158,-0001,-0001,-0001,-0001
2724205339,-0001,00000,-0001,-0003
2724208070,-0001,00000,-0001,-0003
2724211047,-0001,00000,-0001,-0003
2724214525,-0001,-0001,-0001,-0003
2724218253,-0001,-0002,-0001,-0004
2724221962,-0001,00000,-0001,-0003
2724225478,-0001,00000,-0001,-0003
2724228413,-0001,-0002,-0001,-0003
2724231388,-0001,00000,-0001,-0002
2724234365,-0001,-0001,-0001,-0003
2724236843,-0001,00000,-0001,-0003
2724239860,-0001,00000,-0001,-0003
2724242828,-0001,00000,-0001,-0003
2724246269,-0001,00000,-0001,-0003
2724249244,-0001,00000,-0001,-0003
2724252216,-0001,00000,-0001,-0003
