Timestamp, Current1, Current2, Current3, Current4
000096617,00000,-0004,-0001,-0004
000128603,-0001,-0004,-0001,-0004
000144562,00000,-0004,-0001,-0004
000160591,-0001,-0004,-0001,-0004
000176558,00000,-0004,-0001,-0004
000192541,-0001,-0004,-0001,-0004
000224585,-0001,-0004,-0001,-0004
000240557,-0001,-0004,-0001,-0004
000256560,00000,-0004,-0001,-0004
000272587,00000,-0004,-0001,-0004
000288568,00000,-0005,-0001,-0004
000320546,00000,-0005,-0001,-0004
000336524,00000,-0005,-0001,-0004
000352598,-0001,-0004,-0001,-0004
000368593,00000,-0004,-0001,-0004
000384574,00000,-0004,00000,-0004
000416551,-0001,-0004,00000,-0004
000432504,-0001,-0004,00000,-0004
000448574,00000,-0004,00000,-0004
000464534,-0001,-0004,00000,-0004
000480559,00000,-0004,00000,-0004
000512502,00000,-0004,00000,-0004
000528540,00000,-0004,00000,-0004
000544565,-0001,-0004,00000,-0004
000560515,00000,-0004,00000,-0004
000576529,00000,-0004,00008,-0004
000608542,-0001,-0004,00004,-0004
000624507,-0001,-0004,00004,-0004
000640516,-0001,-0004,00001,-0004
000656509,00000,-0004,00004,-0004
000672553,00000,-0004,00000,-0004
000704501,00000,-0004,00001,-0004
000720510,-0001,-0004,00000,-0004
000736514,00000,-0004,00002,-0004
000752505,-0001,-0004,00003,-0004
000768501,-0001,-0004,00011,-0004
000800510,00000,-0004,00000,-0004
000816477,00000,-0005,00002,-0004
000832542,00000,-0004,00000,-0004
000848500,-0001,-0005,00006,-0004
000864484,-0001,-0004,00000,-0004
000896495,-0001,-0004,00000,-0004
000912475,00000,-0004,00002,-0004
000928510,00000,-0005,00000,-0004
000944498,00000,-0005,00000,-0004
000960492,00000,-0004,00010,-0004
000992467,00000,-0003,00002,-0004
001008450,00000,-0005,00004,-0004
001024511,00000,-0005,00000,-0004
001040493,00000,-0006,00004,-0004
001056490,-0001,-0004,00001,-0004
001088467,-0001,-0003,00000,-0004
001104476,-0001,-0005,00002,-0004
001120496,-0001,-0007,00005,-0004
001136499,00000,-0007,00003,-0004
001152487,00000,-0008,00010,-0004
001184470,00000,-0012,00000,-0006
001200449,00000,-0012,00004,-0007
001216488,-0001,-0012,00001,-0008
001232473,00000,-0012,00010,-0009
001248520,-0001,-0012,00000,-0008
001280492,00000,-0010,00000,-0008
001296435,-0001,-0012,00000,-0007
001312456,00000,-0012,00003,-0009
001328430,00000,-0013,00001,-0009
001344448,00000,-0013,00012,-0010
001376425,-0001,-0029,00000,-0012
001392427,00000,-0037,00000,-0014
001408485,00000,-0037,00003,-0014
001424456,00000,-0056,00003,-0014
001440470,-0001,-0058,00004,-0014
001472422,-0001,-0052,00000,-0018
001488459,00000,-0053,00000,-0020
001504462,-0001,-0054,00000,-0026
001520483,00000,-0068,00001,-0027
001536391,00000,-0071,00011,-0027
001568418,00000,-0089,00000,-0025
001584419,-0001,-0081,00000,-0027
001600423,00000,-0081,00000,-0025
001616450,-0001,-0076,00000,-0025
001632406,00000,-0073,00000,-0028
001664422,00000,-0064,00000,-0021
001680391,00000,-0063,00000,-0017
001696433,-0001,-0047,00000,-0014
001712401,-0001,-0041,00000,-0013
001728394,-0001,-0045,00010,-0012
001760410,-0001,-0050,00000,-0012
001776417,-0001,-0051,00000,-0011
001792397,00000,-0052,00003,-0011
001808409,00000,-0049,00000,-0011
001824369,-0001,-0051,00000,-0012
001856424,-0001,-0052,00012,-0011
001872340,-0001,-0051,00000,-0013
001888748,00000,-0051,00004,-0011
001904408,-0001,-0051,00000,-0011
001920398,00000,-0052,00014,-0008
001952386,-0001,-0052,00000,-0012
001968378,00000,-0051,00001,-0010
001984390,00000,-0049,00002,-0011
002000387,00000,-0050,00000,-0012
